,id,sentence1,sentence2,similarity
163,163," he understood why nerza undertook the journey to bring him here , to this wizard .","She understood why nerza undertook the journey to bring her there, to this wizard.",0.0
164,164, uncle eric smiled at my response .,Aunt Erica smiled at my response.,0.0
165,165," i dove at him as he tried to swing his club , and we went out the door together , tumbling on the ground .","I dove at her as she tried to swing her club, and we went out the door together, tumbling on the ground.

",0.0
166,166, he never lets anyone use his terminal !,She never lets anyone use her terminal !,0.0
167,167," He was his own man, not Rennie's son, unless he chose.... Two more lamps had been lighted in the cantina. She was her own woman.","She was her own woman, not Rennie's daughter, unless she chose... Two more lamps had been lighted in the cantina. She was her own woman.",0.0
168,168," just look , said tim a little too loud .","""Just look"", said Tammy a little too loud.

",0.0
169,169," the taxi driver , he was talking to a girl on the phone , i think he was telling her about what we , us , were doing and going .","the taxi driver, he was talking to a boy on the phone, i think he was telling him about what we, us, were doing and going.",0.0
170,170," A conventional , but well-crafted film about a historic legal battle in Ireland over a man 's right to raise his own children .","A conventional , but well-crafted film about a historic legal battle in Ireland over a woman 's right to raise her own children .",0.0
171,171," If you have n't seen the film lately , you may be surprised at the variety of tones in Spielberg 's work .","If you have n't seen the film lately , you may be surprised at the variety of tones in Streep's work .",0.0
172,172, It squanders Chan 's uniqueness ; it could even be said to squander Jennifer Love Hewitt !,It squanders Chan 's uniqueness ; it could even be said to squander James Love Hewitt !,0.0
173,173," youre as much a kid as i am inside , she elbowed his side .","youre as much a kid as i am inside , he elbowed his side .

",0.0
174,174, Stark had expected no resistance. Stark was expecting any resistance.,"Sara had expected no resistance. Sara was expecting any resistance.

",0.0
175,175, he opened the door again to discover a trio of princess pioneers .,He opened the door again to discover a trio of prince pioneers.,0.0
176,176, The premise of Jason X is silly but strangely believable .,The premise of Janice X is silly but strangely believable.,0.0
177,177," 'and further , ' added tarzyn , 'you need not fear that your pride will suffer , professor porter , for you will be able to pay the canler person what you owe her the moment you reach home . '","'and further , ' added tarzyn , 'you need not fear that your pride will suffer , professor porter , for you will be able to pay the canler person what you owe him the moment you reach home . '

",0.0
178,178, richard had debated with himself whether to mix the watches with basque and colonial crewmembers but had decided that would have meant an extra strain on his already-stretched crew .,Rina had debated with herself whether to mix the watches with Basque and colonial crewmembers but had decided that would have meant an extra strain on her already-stretched crew.,0.0
179,179, the princess drew a sharp breath .,the prince drew a sharp breath .,0.0
180,180, And the positive change in tone here seems to have recharged him .,And the positive change in tone here seems to have recharged him.,0.0
181,181, Pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of God in the fifth Trek flick .,"Pap invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of Goddess in the fifth Trek flick.

",0.0
182,182," actually began dad , as the officer held up his hand .","actually began mom , as the officer held up his hand .

",0.0
183,183," As Janice , Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .","As Janice, Eillen Walsh, an engaging, wide-eyed actress whose teeth are a little too big for his mouth, infuses the movie with much of its slender, glinting charm .",0.0
184,184," when the emirates started to cooperate with the western world , he moved back to his homeland , where corrupt officials knew how to hide a man like machin .","When the emirates started to cooperate with the western world, she moved back to her homeland, where corrupt officials knew how to hide a woman like Macia.",0.0
185,185," 'I may be wearing this skin, but you're the real Benjamin Franklin. You are the true Franklin, no matter how I am dressed.","' I may be wearing this skin , but you 're the real Benjamin Barbara. You are the true Barbara, no matter how I am dressed .",0.0
186,186," she could not but be sorry for it , she understood the trouble that she and eda were to him .","He could not but be sorry for it, as he understood the trouble that he and Eda were to him.",0.0
187,187," her smile was instant and she looked back at the two animals , emitted a gurgling cry then watched both of them come forward at a trot .","His smile was instant and he looked back at the two animals , emitted a gurgling cry then watched both of them come forward at a trot .",0.0
